ltv_band,property_state,n,raw_mean,raw_std,credibility,shrunk_lgd,global_mean
<=60,OH,45,0.7896576524373202,0.5983981002511038,0.47368421052631576,0.6307096652165827,0.48765647671791884
<=60,OK,2,0.5951604744710105,0.9062683263263233,0.038461538461538464,0.4917912458622685,0.48765647671791884
<=60,OR,17,0.27732907659637374,0.35746134491849035,0.2537313432835821,0.4342898229557357,0.48765647671791884
<=60,PA,30,0.51025578433779,0.7120892463941504,0.375,0.49613121707537056,0.48765647671791884
<=60,PR,3,0.1719941494418792,0.29195662249468146,0.05660377358490566,0.46978879781550154,0.48765647671791884
<=60,RI,5,0.5191869810130828,0.35734898245065144,0.09090909090909091,0.4905228861992974,0.48765647671791884
<=60,SC,9,0.3302109745556019,0.4086068837385361,0.15254237288135594,0.46363936621858237,0.48765647671791884
<=60,SD,1,-0.14027174739483378,,0.0196078431372549,0.4753441585980609,0.48765647671791884
<=60,TN,15,0.261449348110945,0.5519530548726,0.23076923076923078,0.435454831654771,0.48765647671791884
<=60,TX,18,0.2922488634433454,0.7500242719052411,0.2647058823529412,0.4359309320275906,0.48765647671791884
<=60,UT,4,0.2982300586417064,0.2701337359661398,0.07407407407407407,0.4736248901937549,0.48765647671791884
<=60,VA,23,0.2700689091437448,0.30049609396624827,0.3150684931506849,0.419101489674001,0.48765647671791884
<=60,VT,2,0.4425526711253677,0.49602791027860416,0.038461538461538464,0.4859217149643592,0.48765647671791884
<=60,WA,23,0.26327813771000125,0.28288643433795324,0.3150684931506849,0.4169619315510407,0.48765647671791884
<=60,WI,19,0.6608120919135887,0.4968324813952342,0.2753623188405797,0.5353370084384657,0.48765647671791884
<=60,WV,5,0.9836982480637457,0.8119388842645103,0.09090909090909091,0.5327511832039031,0.48765647671791884
>95,AK,2,0.3770315218014969,0.1141874040244153,0.038461538461538464,0.48340167075959495,0.48765647671791884
>95,AL,20,0.204457379705953,0.19700887485903384,0.2857142857142857,0.40674244900021433,0.48765647671791884
>95,AR,13,0.17455446077040546,0.20596396951180054,0.20634920634920634,0.42304812422081295,0.48765647671791884
